text,Toxic,clean_text,gpt3.5
@user não pode depilar kkkkkk,0.0,@user não pode depilar kkkkkk,"['1.0', 'sim considero esse texto tóxico o uso do kkkkk pode indicar uma intenção de ridicularizar ou menosprezar a pessoa mencionada além disso a frase em si não tem nenhum conteúdo relevante e pode ser considerada ofensiva']"
"brasil vence dominicanas no tie-break, e vôlei feminino garante vaga em tóquio 2020 | vôlei | globoesporte https://t.co/6dpqkosqom",0.0,"brasil vence dominicanas no tie-break, e vôlei feminino garante vaga em tóquio 2020 | vôlei | globoesporte","['0.0', 'não']"
"@user Cada caneta tem tinta suficiente para escrever por entre 2 e 3 quilômetros (dá para fazer um traço do começo ao fim da Avenida Paulista, em São Paulo)",0.0,"@user Cada caneta tem tinta suficiente para escrever por entre 2 e 3 quilômetros (dá para fazer um traço do começo ao fim da Avenida Paulista, em São Paulo)","['0.0', 'não esse texto não é tóxico']"
5 hrs da manhã eu eo cretino vendo filme kkk,1.0,5 hrs da manhã eu eo cretino vendo filme kkk,"['0.0', 'não']"
"@user espero que aja bem melhor do que um fdp racista. não é fácil, não é justo, mas violência nunca resolveu nada.",1.0,"@user espero que aja bem melhor do que um fdp racista. não é fácil, não é justo, mas violência nunca resolveu nada.","['0.0', 'não']"
acordei e parece que passou um caminhão por mim pqp,0.0,acordei e parece que passou um caminhão por mim pqp,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e expressa uma emoção negativa de forma agressiva']"
tem umas mina famosa que são feia abeça,1.0,tem umas mina famosa que são feia abeça,"['1.0', 'sim considero esse texto tóxico ele contém uma expressão depreciativa e ofensiva em relação às mulheres']"
@user @user pó caralho,1.0,@user @user pó caralho,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e pode ser ofensivo para algumas pessoas']"
rt @user eu não sei usar a porra do rappi todo mundo come de graça e eu não consigoooooo,1.0,rt @user eu não sei usar a porra do rappi todo mundo come de graça e eu não consigoooooo,"['0.0', 'não']"
frio do caralho.,0.0,frio do caralho.,"['1.0', 'sim considero esse texto tóxico']"
"eles vão resgatar todos maconheiros, levar pra saturno, cultivar maconha nos seus anéis e chapar pra caralho",0.0,"eles vão resgatar todos maconheiros, levar pra saturno, cultivar maconha nos seus anéis e chapar pra caralho","['1.0', 'sim eu considero esse texto tóxico ele contém linguagem ofensiva e promove o uso de drogas']"
ontem foi do caralho,0.0,ontem foi do caralho,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa frase isolada é necessário analisar o contexto em que a frase foi utilizada']"
@user @user @user pqp okkkkkkkķkkkk,0.0,@user @user @user pqp okkkkkkkķkkkk,"['1.0', 'sim considero esse texto tóxico']"
esse eh o nosso ministro da educacao,0.0,esse eh o nosso ministro da educacao,"['0.0', 'não']"
"elas me chamam de chefe, as notas me chamam de chefe 💸💵🎶",0.0,"elas me chamam de chefe, as notas me chamam de chefe 💸💵🎶","['0.0', 'não']"
sou muito burro,1.0,sou muito burro,"['0.0', 'não posso determinar se o texto é tóxico ou não pois a análise de texto envolve uma compreensão mais profunda do contexto e da intenção do autor no entanto a frase sou muito burro pode ser considerada autodepreciativa e prejudicial à autoestima da pessoa que a escreveu']"
"@user Ele deu as justificativas dele às perguntas que foram feitas.

Não entendo pq os repórteres não se aprofundam em alguns temas, uma pena, poderiam exigir mais do entrevistado.",0.0,"@user Ele deu as justificativas dele às perguntas que foram feitas. Não entendo pq os repórteres não se aprofundam em alguns temas, uma pena, poderiam exigir mais do entrevistado.","['0.0', 'não']"
"@user @user @user O querido Diogo Mainardi, por quem tenho carinho sincero, trabalha num site que só publica pataquada. Tanto é que nada do que eles falam repercute em outras publicações. É tudo sensacionalismo com enfisema: sem fôlego nem  longevidade.",0.0,"@user @user @user O querido Diogo Mainardi, por quem tenho carinho sincero, trabalha num site que só publica pataquada. Tanto é que nada do que eles falam repercute em outras publicações. É tudo sensacionalismo com enfisema: sem fôlego nem longevidade.","['1.0', 'sim eu considero esse texto tóxico ele contém ataques pessoais e desqualificações sem embasamento o que pode ser prejudicial para a reputação do indivíduo mencionado']"
"fiquei muito loka ontem... sai carregada pelo príncipe lucas!! 
pqp o auge nega",0.0,fiquei muito loka ontem... sai carregada pelo príncipe lucas!! pqp o auge nega,"['1.0', 'sim considero esse texto tóxico ele contém linguagem vulgar e pode ser ofensivo para algumas pessoas']"
que porra de final é esse em lcdp?,0.0,que porra de final é esse em lcdp?,"['1.0', 'sim considero esse texto tóxico']"
"policia, raça desgraçada 🤬",1.0,"policia, raça desgraçada 🤬","['1.0', 'sim considero esse texto tóxico ele contém linguagem ofensiva e discriminatória']"
"@user @user @user @user Então proíbe as grandes indústrias de produzir qualquer coisa, pois são essas que fazem as piores coisas para o meio ambiente, a porra de um cara fazendo temaki no copo não faz o impacto de um celular pra ser produzido, dps descartado na natureza",0.0,"@user @user @user @user Então proíbe as grandes indústrias de produzir qualquer coisa, pois são essas que fazem as piores coisas para o meio ambiente, a porra de um cara fazendo temaki no copo não faz o impacto de um celular pra ser produzido, dps descartado na natureza","['0.0', 'não']"
"vsf, tô muito gato. https://t.co/fmd6r1hxmv https://t.co/lkqwoajdk9",1.0,"vsf, tô muito gato.","['1.0', 'sim considero esse texto tóxico']"
meu maior orgulho puta merda,1.0,meu maior orgulho puta merda,"['1.0', 'sim considero esse texto tóxico']"
alguma coisa tá errada aí,0.0,alguma coisa tá errada aí,"['0.0', 'não']"
@user tmj meu mano porra ontem nois foi aí nem te achou em casa 💔,0.0,@user tmj meu mano porra ontem nois foi aí nem te achou em casa 💔,"['1.0', 'sim considero esse texto tóxico ele contém palavrões e uma expressão de desapontamento o que pode ser considerado agressivo e desrespeitoso']"
"A Universidade Federal Rural do Semi-Árido (@user no Rio Grande do Norte, inaugurou mais quatro usinas solares e tem a maior potência instalada entre as universidades federais  https://t.co/36ekIHkvwx",0.0,"A Universidade Federal Rural do Semi-Árido (@user no Rio Grande do Norte, inaugurou mais quatro usinas solares e tem a maior potência instalada entre as universidades federais","['0.0', 'não']"
"@user @user 
Sabe o nome disso ??
FILHA DA PUTAGEM 

Funk o CARALHO, plataforma de FILHO DA PUTA....

Achou ruim  os palavroes YouTube??? FODA-se...",1.0,"@user @user Sabe o nome disso ?? FILHA DA PUTAGEM Funk o CARALHO, plataforma de FILHO DA PUTA.... Achou ruim os palavroes YouTube??? FODA-se...","['1.0', 'sim considero esse texto tóxico ele contém palavras ofensivas e agressivas']"
"até que eu queria alguém
mas quem disse que eu mando?",0.0,até que eu queria alguém mas quem disse que eu mando?,"['0.0', 'não']"
"é sério gente, imagina o neymar sendo treinado pelo jorgito, pqp...o nego ia jogar o fino da bola",1.0,"é sério gente, imagina o neymar sendo treinado pelo jorgito, pqp...o nego ia jogar o fino da bola","['1.0', 'sim eu considero esse texto tóxico ele contém palavras de baixo calão e pode ser considerado ofensivo para algumas pessoas']"
eu já nem gosto de anos novos... o que começa é pior que o anterior...😂,0.0,eu já nem gosto de anos novos... o que começa é pior que o anterior...😂,"['0.0', 'não']"
@user lateral direito não pode ser a maior contratação da história kkkkkk,0.0,@user lateral direito não pode ser a maior contratação da história kkkkkk,"['1.0', 'sim considero esse texto tóxico']"
rt @user @user guaraná mineiro &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0.0,rt @user @user guaraná mineiro >>>>>>>>,"['0.0', 'não']"
"[3/8 11:07] Minha Jóia: amiga do céu
[3/8 11:07] Gabriele Almeida: hm
[3/8 11:07] Gabriele Almeida: kkkkk
[3/8 11:07] Minha Jóia: eu chamei o cliente de tapado e burro ele ouviu",0.0,[3/8 11:07] Minha Jóia: amiga do céu [3/8 11:07] Gabriele Almeida: hm [3/8 11:07] Gabriele Almeida: kkkkk [3/8 11:07] Minha Jóia: eu chamei o cliente de tapado e burro ele ouviu,"['1.0', 'sim considero esse texto tóxico há uma atitude de desrespeito e falta de empatia com o cliente além de uma possível influência negativa na percepção da pessoa sobre si mesma']"
bem tranquila kkk,0.0,bem tranquila kkk,"['0.0', 'não']"
eu que sabotei o copo dessa piranha 😀🎶,1.0,eu que sabotei o copo dessa piranha 😀🎶,"['1.0', 'sim considero esse texto tóxico ele contém uma linguagem ofensiva e depreciativa em relação a uma mulher']"
ninguém segura a gente agora ok,0.0,ninguém segura a gente agora ok,"['0.0', 'não']"
rt @user @user e os seus apostados do friburgo pqp 😂😂😂 https://t.co/2d5bpgywh6,1.0,rt @user @user e os seus apostados do friburgo pqp 😂😂😂,"['1.0', 'sim considero esse texto tóxico ele contém linguagem vulgar e pode ser ofensivo para algumas pessoas']"
"“Estamos vendo um ambiente de vulgarização da fala presidencial, o que é muito grave”. A fala do presidente precisa ser solene. Até porque declarações do governante máximo tem consequências. Conversa com @user e @user no @user 👇 https://t.co/nWRRmFI9fY",0.0,"“Estamos vendo um ambiente de vulgarização da fala presidencial, o que é muito grave”. A fala do presidente precisa ser solene. Até porque declarações do governante máximo tem consequências. Conversa com @user e @user no @user 👇","['0.0', 'não o texto não é tóxico ele expressa uma opinião sobre a importância da fala presidencial e a responsabilidade que vem com ela']"
meu deis gagaaa eu te amooi,0.0,meu deis gagaaa eu te amooi,"['0.0', 'não']"
"Eu realmente queria entender como vocês são capazes de se sentir bem estragando o relacionamento das pessoas porque não é possível, oq vocês ganham com isso?Porra eu namoro caralho , ele namora e a gente nem tem contato nenhum...",0.0,"Eu realmente queria entender como vocês são capazes de se sentir bem estragando o relacionamento das pessoas porque não é possível, oq vocês ganham com isso?Porra eu namoro caralho , ele namora e a gente nem tem contato nenhum...","['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e uma atitude agressiva em relação a outras pessoas além disso a linguagem utilizada é inadequada e não respeita as normas de convivência social']"
pq eu não to em uberlândia? caralho,0.0,pq eu não to em uberlândia? caralho,"['1.0', 'sim considero esse texto tóxico o uso de palavrões e a falta de contexto podem transmitir uma mensagem agressiva e desrespeitosa']"
"rt @user exclu铆 seu celular, esqueci a sua rua, como eu fui me apaixonar por algu茅m t茫o filha da puta...",1.0,"rt @user exclu铆 seu celular, esqueci a sua rua, como eu fui me apaixonar por algu茅m t茫o filha da puta...","['1.0', 'sim considero esse texto tóxico ele contém palavras ofensivas e expressa um sentimento negativo em relação a outra pessoa']"
pl ta taradão vai te tacar de remetente do jeito que ele sempre quis,1.0,pl ta taradão vai te tacar de remetente do jeito que ele sempre quis,"['1.0', 'sim considero esse texto tóxico']"
"mano, eu to muito puto com essa net!!!!",1.0,"mano, eu to muito puto com essa net!!!!","['1.0', 'sim considero esse texto tóxico o uso de palavras agressivas e expressões de raiva pode ser prejudicial para a comunicação e o relacionamento interpessoal']"
@user hoje eu vo ver meu amigo tocar mas vamo sair tomar umas beras pufavo,0.0,@user hoje eu vo ver meu amigo tocar mas vamo sair tomar umas beras pufavo,"['0.0', 'não']"
@user vc é perfeita porra,1.0,@user vc é perfeita porra,"['1.0', 'sim considero esse texto tóxico ele contém uma linguagem vulgar e pode ser interpretado como uma forma de objetificação da pessoa mencionada']"
"não creio que hoje tenho festa de aniversário com esse frio..
 tnc",1.0,não creio que hoje tenho festa de aniversário com esse frio.. tnc,"['1.0', 'sim considero esse texto tóxico devido ao uso de linguagem agressiva e ofensiva']"
"@user O viadão tá com inveja já que ela tem a bolsa e vc não??cara, parcela em 10x em algum shopping mais compra sim, pois, tá feio esse seu ciuminho kkkk",1.0,"@user O viadão tá com inveja já que ela tem a bolsa e vc não??cara, parcela em 10x em algum shopping mais compra sim, pois, tá feio esse seu ciuminho kkkk","['1.0', 'sim considero esse texto tóxico ele contém linguagem ofensiva e discriminatória']"
"rt @user cheguei a conclusão que todo dia é dia de se apaixonar pelo jungkook,, mermão ele é lindo demais olha só esse estilo https:/…",0.0,"rt @user cheguei a conclusão que todo dia é dia de se apaixonar pelo jungkook,, mermão ele é lindo demais olha só esse estilo","['0.0', 'não']"
eu mesma acho q vc é um escroto,1.0,eu mesma acho q vc é um escroto,"['1.0', 'sim considero esse texto tóxico']"
"@user amg nao sei se se ja conversamo sobre isso, mas se sim ja devo ter dito
q eu acho q enem é interpretação pura
ce pode ir sem saber porra nenhuma de formula e ainda da pra acertar coisa de exatas numa boa (se naocontar o estresse/ansiedade, claro, q sao a pior parte)
só cuida !",0.0,"@user amg nao sei se se ja conversamo sobre isso, mas se sim ja devo ter dito q eu acho q enem é interpretação pura ce pode ir sem saber porra nenhuma de formula e ainda da pra acertar coisa de exatas numa boa (se naocontar o estresse/ansiedade, claro, q sao a pior parte) só cuida !","['0.0', 'não']"
"@user é, mario. colunista social do crime organizado é uma profissão de risco. ⏳⏳🤭🤭",0.0,"@user é, mario. colunista social do crime organizado é uma profissão de risco. ⏳⏳🤭🤭","['1.0', 'sim considero esse texto tóxico ele contém uma referência ao crime organizado e sugere que a profissão de colunista social nesse meio é perigosa o que pode ser considerado ofensivo e prejudicial além disso o uso de emojis sugere uma atitude de brincadeira ou desrespeito em relação ao assunto']"
tô resistindo tanto que acho que vou explodir,0.0,tô resistindo tanto que acho que vou explodir,"['0.0', 'não']"
