instagram_comments,offensive_language,offensiveness_levels,hate_speech
"Engraçado... ontem li a nota a apresentação que escreveu, para a coleção educadores MEC, quando era ministro da educação. O exemplar em questão é sobre Paulo Freire. Também li algo, não me lembro exatamente onde, que escreveu sobre Freire. Agora vejo essa foto. ♥️ Isso só reforça meu ânimo de continuar minha dissertação sobre a Pedagogia Freireana.",0,0,0
Emocionante chamado à razão de nossa iludida e cìnica sociedade capitalista.,0,0,0
Tenho certeza que ano que vem seremos duas vezes vitoriosos! Da-lhes Bolsonaro 🇧🇷,0,0,0
#racisnoécrime,0,0,0
Crush 💕,0,0,0
Ah para! Ameiiiiiiiiiiiiiiiiiiiiiiii,0,0,0
Alexandre o grande!! Esse tem credibilidade do povo.,0,0,0
Meu presidente,0,0,0
Muito beeeeeeeeeeeeeeem,0,0,0
Ela tem pena agora pq não tá recebendo mais propinas. Bandida.,1,2,-1
Põe ele pra fora do Brasil,0,0,0
E os diretos morais? Processe os canalhas!,1,1,-1
Huuuuuu!!!! Esse tá muito lúcido !!!,0,0,0
O presidente não deve da satisfação a essa criança,0,0,0
Chupa Leilane! É por isso que vcs perdem audiência!😠😠,1,2,-1
Mais que perfeito!!!,0,0,0
Lula livre urgente,0,0,0
"Ela que cuidado quintal da própria casa, já que está sujos com dinheiro de propina!!",1,2,-1
Chupa bandidagem que votaram neste cara,1,3,5
"Pirralha quer dizer criança, convém informar para essa chata e seus adoradores.",1,2,-1
Que cara idiota,1,1,-1
Podre!,1,1,-1
ei fi de rapariga esse Bolsonaro,1,3,8
Nem acredito!!! 💞💞💞,0,0,0
"Vaca falando, não sabe concatenar duas vogais 😳",1,2,8
5° série B,0,0,0
"Concordo plenamente com sua fala, e o maior sábio é ficar em silêncio para evitar os inimigos.",0,0,0
Aqui não farroupilha!!!,1,1,-1
"Vagabunda, roubou o Brasil agora tá com pena, vá se fuder",1,3,8
Greve contra os anunciantes da Globo! Sem isso esses posts não vão adiantar quase nada,0,0,0
"Seria bom que as pessoas ao invés de ficarem dando pitacos sobre o ouvi falar procurassem se informar melhor e entender o contexto das coisas, o que foi dito explorava o campo hipotético de a esquerda partir para a ignorância (o que sempre é de se esperar) e de como deveria ser a reação. Quanto a deputada Joice creio que seria bom descer do altar e trabalhar para o que foi eleita sem mimimis, e a tal da Janaína mostrar algo de bom porque até agora fora dar pitacos onde não foi chamada também não mostrou nada.",1,3,5
"Vagabunda,Ordinária",1,3,8
Valeu Fachin,0,0,0
Representou. Como sempre!,0,0,0
Agora o panaca vai falar mal dos brasileiros do norte. É um imbecil.,1,2,-1
Só defende Lula por ser igual a ele...corrupta.,1,2,5
Toma pobre trouxa! 😂😂😂,1,1,-1
Meu presidente 👏👏👏👏,0,0,0
👏👏👏,0,0,0
Incrível,0,0,0
Se provurarem nos discursos dos da esquerda vai encontrar muito mais a se o,0,0,0
#FORAQUADRILAPTNUNCAMAIS,1,2,5
Verdade. E isso que os corruptos querem,0,0,0
"Eita presidente amado e abençoado por Deus. Peço ao senhor Jesus que lhe de cada dia sabedoria, calma e@muita saúde para enfrentar as adversidades.🙌🙌🙏🙏🙏A mão de Deus sobre sua vida e de sua família.🙏",0,0,0
"Única coisa que vc vai ganhar é medalha, que eleição não ganha mais.",0,0,0
Não elegemos vc para ficar atirando contra o governo,0,0,0
Tem ter punição a essa grande falta de respeito.,0,0,0
Parabéns Deputada Benedita excelente discurso e pratica.Todos contra o racismo.,0,0,0
💜👏💜 além de ser uma mulher da verdade e muito linda,0,0,0
"Boa pergunta, #CarlaZambelli!!!!",0,0,0
Corja de VAGABUNDOS.,1,2,-1
Força Ministra!!!! 💪💪💪🙏🙏🙏,0,0,0
Parabéns 👏👏👏👏👏,0,0,0
"Sem comentários!!!!! Fez .... e continua fazendo, melhor dizendo ......",0,0,0
Canalhas !!!,1,2,-1
Parabéns intelectual orgânico da classe trabalhadora,0,0,0
Beleza não tem cor...👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,0,0,0
E viva a esquerda💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖,0,0,0
"Isso em partes vai ser bom porque só ganha quem falar a verdade, mas por outro lado quero vê alguém provar que está dizendo a verdade. Isso é censura.",0,0,0
Que comunistinhas lindos 💜😆,1,3,5
Bravo 👏👏👏,0,0,0
Pirralha mesmo!!! Tô com presidente! Ele é sincero!! A cara dele não mudou!,1,1,-1
"Como quem nunca soube o que é Trabalho, sempre viveu fartamente as custas do Trabalho alheio, iria valorizar e Respeitar quem Trabalha!! Sangue Suga!!!!",1,1,-1
Já estou levantado capeta,1,3,-1
Estamos juntos eleicoes 2022 Presidente Fernando Haddad,0,0,0
A mãe ...vey... Eu dava na cara dele,1,3,-1
"Os filhos do presidente calados, são poetas..",0,0,0
"Eduardo bolzo - Antes das eleicoes: vamos nomear somente por perfil técnico. Depois: para ser embaixador, estou estudando historia pela internet. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 hahahahahahahahahahahahahahahahahahahahahahahahahahahahahah",0,0,0
Verme parasita🤮,1,2,-1
Ainda bem que do PT e do Lula Ladrao só falamos a verdade.,1,1,5
Meu sonho minha filha estudar no colégio militar. Lindos meninas e meninas! Avante pelo Brasil Bolsonaros!,0,0,0
"Já não bastava rebaixar os enfermeiros, agora isso!",0,0,0
"Muito bem eduardo,nao vou perder .obrigado",0,0,0
Maldita imprensa esquerdopata!,1,2,5
Parabéns Leda vc esta fantástica!,0,0,0
Liberdade de expressão sendo cerceadas,0,0,0
Lindo!,0,0,0
Esse é o pastor que mais gosta do dinheiro alheio. Um crápula.,1,2,-1
Sem noção sobre o Brasil e uma corrupta 👎👎👿👿👿,1,2,-1
Gigante!,0,0,0
Misericórdia quem foi esse monstro que escreveu isso um ser podre dessa tem que ser preso retirado urgente da sociedade isso é um monstro,1,2,-1
Absurdo,0,0,0
Agradeça ao japa,0,0,0
Coloca o satã no caminho desse pastor Feliciano bandido.,1,1,-1
O silêncio falou por todas as mulheres. 🇧🇷,0,0,0
Vaca,1,1,8
Como é bom ouvir gente sensata e inteligente!!👏👏👏💚💛,0,0,0
❤️muito amor por esta garota!!,0,0,0
Eu acho é pouco!,0,0,0
"Pena porque não vai mais roubar nosso Brasil, sua quenga velha",1,3,8
Pelo amor de Deus. Essa garota não é nada. E a mosca da bosta do cavalo de Dom Pedro II.,1,1,-1
Ridiculo,1,1,-1
Concordo com Bolsonaro. É muita pretensão.,0,0,0
O STF não é inteiramente PODRE! Tiramos as maçãs podres e teremos magistrados sérios e isentos.,1,3,-1
Concordo...fala sem aproveitamento nada ver....controla mais cumpadre...não de motivos para imprensa e aos esquerdistas....fazer estardalhaço....,0,0,0
A S C O 😡,1,1,-1
Vamos tratar de assuntos mais relevantes?,0,0,0
Sem dúvida os grandes educadores por isso que estamos entra às piores escolas do mundo.,1,2,-1
VC PODE CUMPRIR A METADE DA PENA DO BANDIDO BARBUDO!!,1,2,-1
Dilma já havia falado do problema crescimento econômico eterno.,0,0,0
E as notícias falsas sobre estatísticas?,0,0,0
@joicehasselmannoficial o problema é esse quando o brasileiro não deixar e não permitir ninguém falar do nosso país. O presidente tem toda a razão e você ainda apoia isso. Por favor!! Porque essa “pessoa “ não se incomoda com a Australia em chamas a semanas ?,0,0,0
Comunista hipócrita nojento lixos,1,3,5
Os supremos calhordas NÃO irão impor sua vontade. Não deixaremos! 😎🇧🇷,1,2,-1
Estamos contigo @damaresalvesoficial1,0,0,0
O Bolsonaro libertou os demônios que estavam escondidos.,0,0,0
Lindoooo,0,0,0
Janaína até você ????,0,0,0
"Então, pela pesquisa Datafalha o Haddad é presidente do Brasil, kkkkkk, Folha = sem crédito, hahahahaha",0,0,0
"Bandido da igreja, que vergonha... Como conseguem falar em Deus e fazer tanto mal",1,1,-1
Essa menina não tem nada de importante só por que protestou?,0,0,0
.. pelos Partidos de Esquerda tem sido infrutíferas.Tristeza e Re volta desse Congresso de STF! N,0,0,0
Prof. Fernando Haddad Deus que te abençoe! Boa noite! !,0,0,0
@veronica_michelle_bachelett e a propina recebida pela OAS teve pena quando recebeu? #hipocrita #oportunista #voltapromaroferenda,1,2,-1
Isso é um lixo um verdadeiro crápula,1,3,-1
Meu Deus😱O cara é pastor! Fim dos tempos!,0,0,0
Esse vídeo e imundo,1,1,-1
Agora já passou do limite...se está caducando...o lugar dele é em casa com familiares cuidando dele....,1,2,-1
Melhor episódio da vida ❤️❤️❤️❤️❤️,0,0,0
É comunista! Voces acham que ela não é igual ao ladrões do pt?,1,2,5
Eu entendi bem? Um pastor pede pra outro pastor levantar um grupo de pessoas e espancar ele no Twitter???? Q tipo de Deus esses caras seguem?? Q tipo de religião eles pregam???,0,0,0
GRANDE JORNALISTA ALEXANDRE GARCIA COMPETENTE QUERIDO POVO BRASILEIRO DÊ BEM,0,0,0
"Os filhos do Bolsonaro,tem que ter mais cuidado com o que falam,ainda mais nesse momento.",0,0,0
Este cara nao tem mae nao isso e maldade e essa corja com tambem nao preta quanto estao gsnhando pra fazer tanta maldade com o povo brasileiro,1,2,-1
"Esse cara tem que ser calado, não podemos achar que seja senilidade, é um criminoso sem escrúpulos e sabe bem que está fazendo.",1,1,-1
Assisto onde?,0,0,0
@mngalvao se liga nessa galera defendendo q engraçado.,0,0,0
👏👏👏👏👏 esquerdopatas piram!!,1,1,5
😍😍😍😍beijos em vc e na Stella.,0,0,0
Depois que a religião elegeu o capeta parei de acreditar...só acredito em Deus!,1,1,-1
Parabéns pela sua postura correta e coerente com os fatos. Estou cansado de discursos ideológicos.,0,0,0
"Não existe agropecuária que seja boa pro meio ambiente, pros animais e pros seres humanos. O que ninguém fala é sobre como a Greta se alimenta, e a razão disso.",0,0,0
MILITARES FECHA O SUPREMO! !!!!! MOURÃO! !!!!!,1,1,2
Prá quê suspender se ele e inocente!... Deixe o julgamento seguir... Reforço: se ele é inocente não é preciso suspender o julgamento.,0,0,0
"Mas o miss universo n coloca a mulher de maneira objetiva da. Tem q ter conteúdo, causas sociais, tem q ser empoderada... Se informe melhor!",0,0,0
👏👏👏👏👏👏👏👏👏👏PARABÉNS Deputada Benedita 💪👏👏👏👏👏👏👏👏👏,0,0,0
E continua sendo armação para Lula não se cadidata,0,0,0
"Se puderem me ajudar meu sonho é ocupar ano que vêem uma das cadeiras, na câmera dos vereadores de São Paulo, quero sair candidato pelo Aliança pelo Brasil, e creio que vamos conseguir chegar neste objetivo, me chamo Cícero Silva, sou gestor de uma pequena imobiliária que fica na Avenida Yervant Kissajikian, 2.763 - Americanópolis, creio que irei conseguir em nome de Jesus me ajudem meus amigos, e Eduardo.... Um forte abraço de seu amigo patriota",0,0,0
"Rapaz um ladrão vagabundo, sem moral desse, lixo falando uma coisa dessa do MORO HOMEM DIGNP E HONRADO!!",1,1,-1
Uauuuuu olha isso @mhelen_gmonteiro,0,0,0
Acho que foi um tiro no pé....!!! Dos safados.,1,2,-1
"A Greta nao está sozinha, tem muitos adolescentes fazendo belos trabalhos, invlusive o nosso hermano Bruno Rodriguez, com um discurso forte e combativo, que me encheu de esperança de ver os terráqueos despertarem para cuidar do seu planeta, ja que sem ele a vida é impossivel.",0,0,0
"@manueladavila mas pelo menos a cada ano, pq eu não resisto e assisto sempre, os organizadores vêm aumentando os momentos de fala e expressão de conquistas e personalidade das candidatas além da beleza... Ainda são muitas falas de efeito, c/ conteúdo midiático, mas algumas estão muito sensatas e empoderadoras APESAR do contexto concurso de beleza...",0,0,0
Postagem curiosa. Todos juntos numa Aliança pelo Brasil!!,0,0,0
VERGONHA,1,3,-1
É isso! Mas eles acham q é perseguição pessoal,0,0,0
Se jogar um carteira de trabalho não sobra um,1,1,-1
"Fazer discurso forçado agora da prêmio, e ainda tem quem dê moral, vamo ver próxima eleição quem vai se escorar no presidente, de novo...",1,1,-1
👏👏👏👏👏,0,0,0
"Não perco, sou fã de carteirinha👏👏👏",0,0,0
Eu estou também 👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0
Só vai dar ESQUERDISTA na cadeia te prepara Globo lixo,1,1,5
"Meu Presidente ... merecido, parabéns!",0,0,0
É a treva.,0,0,0
Engraçado @manueladavila quando sua cara apareceu no fantástico você sumiu e bloqueou os comentários nas suas redes sociais. Você é manipuladora!,1,2,-1
Concordo com a Dra Janaína,0,0,0
Quando ele chegar no inferno o diabo vai expulsar ele de lá !,1,1,-1
"É um imbecil mesmo. Bem se vê que não tem a menor habilidade para estar no lugar que está..Truculento, burro, só suscita asco.",1,2,-1
Parabensss,0,0,0
Podia deixar o cara em paz. Inveja da peste. Mágoa reprimida.,1,1,-1
MUITISSIMO BEM MINISTRO FACCHIN ! ALGUEM TEM QUE TER JUIZO NESSE STF!!!!!!!,0,0,0
Concordo plenamente os filhos do Presidente deveriam ser mais inteligente Será que não percebe que com isto só atrapalham o pai e é isto que os inimigos querem,0,0,0
Não perderei,0,0,0
Pedófilo. Era a pergunta que você fazia para suas filhas na hora de dormir?,1,3,-1
"pois é, né? O dinheiro da OAS fez com que ela esquecesse de ter pena do Brasil. Muito cínica.",1,2,-1
Sempre vejo as entrevistas dela. São TOP!,0,0,0
"Essa fala foi ótima, pra fazer a esquerda pensar bem antes de querer plantar o terror, quem está sem paciência agora é o cidadão de bem.",1,3,5
Ahhhhh ele vai amar 💕💕💕,0,0,0
João traidor do movimento!,1,2,-1
Vai aceitar debate com Gabriel ou vai correr?,0,0,0
Huhuuuuuu. Viva a beleza dessa mulher! Maravilhosa.... Somos fortes e unidas venceremos.. 🙌👏,0,0,0
É realmente uma resposta à luta de tantas mulheres e homens pela democratização dos espaços. Me sinto contente e revigorada para continuar nesta luta.👏👏👏👏👏,0,0,0
👏👏👏👏👏isso mesmo😍,0,0,0
A fala de quem quer que seja da direita não faz diferença. Os esquerdopatas sempre arranjam argumentos espúrios para denegrir.,1,2,5
"Na próxima eleição o PT vai ser extinto então, vive de mentiras.",1,2,5
Ministra imagino sua dor . Acredite que sua vitória está cada dia mais perto !,0,0,0
Eca,1,2,-1
Vamos torcer pra isso,0,0,0
Nenhuma pessoa deveria dar ouvidos para essa garota. E nosso presidente toda vez que aparece na TV é por causa de falas que não cabem a um líder de um país fazer!,0,0,0
É verdade!!!,0,0,0
Duas fraudes,1,1,-1
😯😯🤤🤤😥😥 que sensibilidade meu Deus!!,0,0,0
É o pior,1,2,-1
"Chora seus lixo, #CHORAMAIS #aceitaquedóiMenos KKKKKKK",1,2,-1
Aja paciência para ouvir tanta babaquice meu ouvido não é pinico uff,1,1,-1
Exatamente!,0,0,0
"Hitler, Stalin também frequentaram essa capa.",0,0,0
#globolixo,1,2,-1
Dois inúteis só faltou o @cirogomes,1,2,-1
É inacreditável facilidade que dáo,0,0,0
"Essa imprensa suja e nojenta, criminosa, estamos fartos disso.",1,1,-1
Todos os podres querem ser lider. Inclusive os filhotes mimados. O respeito entre voces nao existe.,1,1,-1
Boa noite que Os Deputados FEDERAls das Esquerdas Tomem Uma providência sobre esse descarado Deputado federal escroto racista esse laranja estragada 👺💩💩💩💩 do PsL esse já aprontou Muito sem nem Uma punição ele é Deputado federal pago p povo Brasileiro ele não está aí só Para defender os militares estão para fazer ó seu trabalho que está Fazendo porca mente Ele É louro de olhos azuis fora idiota nem que tivesse nascido na Suiça Ele não tem direito de ser Preconceituoso com Nimquém Ele já passou de todos os limites fora esse coronel Facista Chantagista é racista,1,3,-1
Mais ela e mesmo uma pirralha e daí ? Mau intencionada e mau informada,1,2,-1
nojo,1,1,-1
Alguém c discernimento neste STF,0,0,0
A esquerda. E o Dep Kim kataguiri usado como boi de piranha. Fim do mundo. CENSURA TOTAL. ESTE CONGRESSO tem que responder.,1,2,5
"Deus está acima das leis dos homens. Porém, qdo descumprimos as leis da Justiça Divina, só resta nos ajoelharmos e clamar por misericórdia para que Deus nos dê sabedoria para suportar as consequências. 1 Coríntios 6.12 Todas as coisas me são lícitas, mas nem todas as coisas convêm. Todas as coisas me são lícitas mas eu não me deixarei dominar por nenhuma delas.",0,0,0
Que saudade do regime militar,1,1,2
Dois homens maravilhosos.,0,0,0
Mais um lixo.,1,2,-1
FORA FORA FRANCA?? Ela loucura FALANDO se???? LIXO . Faltou respeitosamente para BRASIL ORGULHOSO POR CAUSA NÃO PODEM FALTOU RESPEITO ELA👆🙈🙉🤷‍♀️👮‍♂️👮‍♂️👮‍♂️💚💚💚💚💚💚💚💚💚💚💚🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1,1,-1
Tenha vergonha na cara e fale dos vcs fizeram com o Brasil!!! Nos fale sobre como está o Lula kkkkk,1,1,5
Vitória bem pertinho 😍,0,0,0
"Bandido corrupto pensando dar lição de moral com sua imoralidade, verdadeira desgraça para a humanidade. Acorda pequena parcela de cegos e surdos que não enxergam a realidade. Segue firme nosso Presidente Bolsonaro.",1,1,-1
Pirralha ridiculamente comunista!,1,1,5
"Fortalece a esquerda é vocês @joicehasselmannoficial, atacando o filho do presidente que vocês tanto defendiam, muda o foco mulher, quem Apoia o Bolsonaro,lógico que apoia os filhos dele tbm, melhore mulher!",0,0,0
Vai ser demais 💜💜,0,0,0
Show 👏👏❤️,0,0,0
Um dos melhores episódios do Panelaço ❤,0,0,0
"Bolsonaro 38, em 2022 vai ser no primeiro turno!🇧🇷🙏",0,0,0
"Rapaziada , quem aguenta provocações pessoalmente , a semana toda , pessoalmente e em redes sociais é a Carla! Sendo assim, quem tá sentindo na pele é ela. Apesar deste tipo de postagem, nunca perdeu o foco no q importa e nunca deixou de trabalhar. Então relaxem.... Quando ela achar q já deu, ela para! Abraços a todos.",0,0,0
